FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Vitaly,Janelt,MID,BRE,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,597,0,2,0,0,0,0,0,0.4,597,0,0,2,0,0.4,0,2,0,0,0,0,0,0.1,316,0,-1,0,0,90,316,0,0,14,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.,1.7,1.5,1.9,1.3,1.3,1,1.2,1,1,1.1,1.2,1.7,1.1,1.9,1,1.2,1.4,1.3,1.3,1,1.2,1,1.7,1.3,1.9,1.5,1.4,1,1.3,1,2.1,1,2.3,1,1.8,1,1.2
Pontus,Jansson,DEF,BRE,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,13369,0,2,0,0,0,0,0,0.2,13369,0,0,1,0,0.2,0,1,0,0,0,0,0,2,2565,0,-1,0,0,90,2565,0,0,17,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.,1.4,0.5,1.4,0.9,0.5,1.2,0.9,0.5,0.5,0.5,0.9,0.7,1.4,0.5,0.5,1.1,0.9,0.5,0.5,0.5,1.4,0.7,1.1,1.2,0.5,1.2,0.6,0.5,0.5,1.2,0.9,0.7,0.7,0.5,1.1,0.9,0.5
Mathias,Jensen,MID,BRE,5000000,1,1,1,2E-07,2E-07,0,556,0,2,0,0,0,0,0,0.2,556,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,329,0,-1,0,0,58,329,0,0,9,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.8,0.5,0.6,0.5,0.5
,Jesus,FWD,ARS,8000000,2,2,2,2.5E-07,2.5E-07,0,342967,0,0,0,0,0,0,0,0.2,342967,0,0,2,0,0.2,0,2,0,0,1,0,0,70.5,95446,0,-1,0,0,82,95446,0,0,7,Leicester,Bournemouth,Fulham,Aston Villa,Man Utd,1.9,1,2.4,2.8,2.5,2,1.9,1.1,2.8,1.7,1.1,2.5,2.7,1,2.5,2.7,1.6,1,1,2.8,1.6,2.3,2.5,1.5,1,2,2.8,2.1,2.5,2.3,2.8,1,1,1,2,2.3,2.8
Raul,Jimenez,FWD,WOL,7000000,0,0,0,0,0,0,9846,0,0,0,0,0,0,0,0,9846,0,0,0,0,0,0,0,0,0,0,0,0,0.2,447,0,-1,0,0,0,447,0,0,0,Fulham,Tottenham,Newcastle,Bournemouth,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Joelinton,MID,NEW,6000000,6,6,6,1E-06,1E-06,0,5863,0,0,0,0,0,0,0,1,5863,0,0,6,0,1,0,6,0,0,1,0,1,0.9,21051,0,-1,0,0,90,21051,0,0,28,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace,5.2,6.9,5.2,5.8,8.3,7.4,7.1,7.4,7.9,7.2,8.5,5.7,8.5,5.5,6.7,6.1,7.1,5.5,8.5,7.2,8.5,5.9,7,6.4,5.7,6.4,7.4,8.3,6.8,7.4,6.9,7.4,6.7,6.7,5.9,7.3,5.5
Ben,Johnson,DEF,WHU,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,956,0,2,0,0,0,0,0,0.2,956,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,1390,0,-1,0,0,90,1390,0,0,13,Nottingham Forest FC,Brighton,Aston Villa,Tottenham,Chelsea,0.5,0.5,0.7,1.1,0.7,0.5,1.2,1.4,0.5,1.2,0.5,0.5,1.2,1.1,0.6,0.7,0.5,0.5,1.2,1.4,0.5,0.9,0.9,0.7,0.5,0.9,0.5,1.4,0.5,0.9,0.5,0.5,0.9,1.4,0.5,0.5,0.5
Brennan,Johnson,FWD,NFO,6000000,2,2,2,3.33333333333333E-07,3.33333333333333E-07,0,23333,0,2,0,0,0,0,0,0.3,23333,0,0,2,0,0.3,0,2,0,0,0,0,0,1.8,5744,0,-1,0,0,90,5744,0,0,3,West Ham,Everton,Tottenham,Man City,Bournemouth,2.7,1.6,1.1,1,1,1.7,2.4,1.5,2.8,2.5,1.6,2.8,1,2.3,2.8,2.5,1,2.5,1.9,1,2.1,2,1.1,2.3,2,1,1,2.8,2.5,2.8,2.5,2,1.9,2.8,1,1,2.5
Sam,Johnstone,GLK,CRY,4500000,0,0,0,0,0,0,738,0,0,0,0,0,0,0,0,738,0,0,0,0,0,0,0,0,0,0,0,0,0.1,199,0,-1,0,0,0,199,0,0,0,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis,Jones,MID,LIV,5000000,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,-1,0,0,0,12,0,0,0,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Jones,DEF,MUN,4000000,0,0,0,0,0,0,3596,0,0,0,0,0,0,0,0,3596,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2306,0,-1,0,0,0,2306,0,0,0,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jonny,DEF,WOL,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,4968,0,2,0,0,0,0,0,0.2,4968,0,0,1,0,0.2,0,1,0,0,0,0,0,0.6,2276,0,-1,0,0,90,2276,0,0,12,Fulham,Tottenham,Newcastle,Bournemouth,Southampton,0.5,0.9,0.5,0.5,1.4,0.5,0.5,0.9,0.7,0.7,0.9,0.6,0.5,0.5,0.9,1.2,1.4,0.7,1.1,0.5,0.5,1.2,0.5,0.5,1.1,0.5,0.5,0.5,0.9,0.5,0.5,1.1,0.5,0.9,1.2,1.4,0.7
,Jorginho,MID,CHE,6000000,11,11,11,1.83333333333333E-06,1.83333333333333E-06,0,21457,0,0,0,0,0,1,0,1.8,21457,0,0,11,0,1.8,0,11,3,0,1,0,0,4.3,132967,0,-1,0,1,90,132967,0,0,32,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham,12.48,13.7,12.48,13.4,12.48,13.7,12.48,13.7,14.8,13.7,13.7,12.48,12.8,12.32,13.7,12.48,13.7,12.48,12.48,13.7,12.48,13.7,12.32,13.7,12.48,13.7,12.48,12.48,12.8,14.8,13.7,12.48,13.4,13.7,12.48,13.7,12.48
James,Justin,DEF,LEI,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,10618,0,2,0,0,0,0,0,0.2,10618,0,0,1,0,0.2,0,1,0,0,0,0,0,1.4,2879,0,-1,0,0,90,2879,0,0,12,Arsenal,Southampton,Chelsea,Man Utd,Brighton,0.7,1.4,0.7,1.4,0.5,0.9,0.9,0.7,0.5,1.1,0.5,1.2,0.5,1.2,0.9,0.5,0.5,0.5,0.5,0.5,0.7,1.1,1.2,0.9,1.2,0.9,0.5,0.9,0.5,0.5,1.4,0.5,1.4,0.5,0.5,0.5,1.1
Boubacar,Kamara,MID,AVL,5000000,2,2,2,4E-07,4E-07,0,1967,0,2,0,0,0,0,0,0.4,1967,0,0,2,0,0.4,0,2,0,0,0,0,0,0.2,1460,0,-1,0,0,81,1460,0,0,8,Everton,Crystal Palace,West Ham,Arsenal,Man City,1.9,1.3,1.8,1,1.2,1,1.2,1,1.9,1.2,1.5,1.6,1,1.7,1,1.3,1,1.1,1.3,1,1.4,1,1.2,1.5,1.7,1.4,1.3,1,2.3,1.3,1.2,1.9,1.3,1,1.2,1,1.1
Harry,Kane,FWD,TOT,11400000,2,2,2,1.75438596491228E-07,1.75438596491228E-07,0,804829,0,1,0,0,0,0,0,0.2,804829,-1,1,2,1,0.2,0,2,0,0,0,0,0,18.3,25364,0,-1,0,0,90,25364,-1,0,4,Chelsea,Wolverhampton,Nottingham Forest FC,West Ham,Fulham,1,2.8,2.3,2.3,2.4,1,1.9,1,1.6,2,2.5,1,1,2.8,2.1,1.9,2.8,2.5,1,2,1.1,1.5,2.7,1,2.5,2.7,2.5,1.6,2,1,1,2.8,2.5,2.8,2.5,2.3,1.7
N'Golo,Kante,MID,CHE,5000000,3,3,3,6E-07,6E-07,0,38747,0,0,0,0,0,0,0,0.6,38747,0,0,3,0,0.6,0,3,0,0,1,0,0,4.6,48221,0,-1,0,0,90,48221,0,0,18,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham,2.4,2,2.6,1.8,3.3,2.8,2.5,2.6,2.2,3.1,2.4,3.2,1.6,2.3,1.9,2.5,3.5,2.4,3.2,1.9,3.4,2.7,2.3,1.9,2.5,2,3.4,3.7,1.6,2.2,2.6,3,1.8,2,4.1,1.9,2.5
Michael,Keane,DEF,EVE,4500000,0,0,0,0,0,0,8573,0,0,0,0,0,0,0,0,8573,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1208,0,-1,0,0,0,1208,0,0,0,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neeskens,Kebano,MID,FUL,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,994,0,1,0,0,0,0,0,0.4,994,0,0,2,0,0.4,0,2,0,0,0,0,0,0.1,2121,0,-1,0,0,65,2121,0,0,3,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham,1,1.6,1,1.1,1,1.2,1.9,1.3,1.4,1.3,2.1,1,1.9,1,1.7,1.3,1.2,1,1,1.2,1,2.3,1,1.1,1.2,1.2,1,1,1.8,1.5,1.3,1.7,1.2,1.4,1,1.7,1.3
Naby,Keita,MID,LIV,4900000,0,0,0,0,0,0,2701,0,0,0,0,0,0,0,0,2701,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,667,0,-1,0,0,0,667,-1,0,0,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caoimhin,Kelleher,GLK,LIV,4000000,0,0,0,0,0,0,2135,0,0,0,0,0,0,0,0,2135,0,0,0,0,0,0,0,0,0,0,0,0,0.2,352,0,-1,0,0,0,352,0,0,0,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lloyd,Kelly,DEF,BOU,4500000,12,12,12,2.66666666666667E-06,2.66666666666667E-06,0,9289,0,0,0,0,0,0,0,2.7,9289,0,0,12,0,2.7,0,12,3,0,1,0,1,1.6,59577,0,-1,0,1,90,59577,0,0,40,Man City,Arsenal,Liverpool,Wolverhampton,Nottingham Forest FC,14,13.6,14.9,13.6,14.9,13.6,14.9,12.96,13.6,14.4,13.6,14.9,13.6,14.9,13.6,14.9,13.6,14.9,14,13.6,14.9,13.6,14.9,12.96,14.9,13.6,14.9,13.28,14.9,14.9,13.6,14.9,13.6,13.6,14.9,13.6,14.9
,Kenedy,DEF,CHE,4000000,0,0,0,0,0,0,3677,0,0,0,0,0,0,0,0,3677,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1802,0,-1,0,0,0,1802,0,0,0,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaine,Kesler Hayden,DEF,AVL,4000000,0,0,0,0,0,0,1503,0,0,0,0,0,0,0,0,1503,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1637,0,-1,0,0,0,1637,0,0,0,Everton,Crystal Palace,West Ham,Arsenal,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max,Kilman,DEF,WOL,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,6359,0,2,0,0,0,0,0,0.2,6359,0,0,1,0,0.2,0,1,0,0,0,0,0,0.8,1857,0,-1,0,0,90,1857,0,0,20,Fulham,Tottenham,Newcastle,Bournemouth,Southampton,0.5,0.9,0.5,0.5,1.4,0.5,0.5,0.9,0.7,0.7,0.9,0.6,0.5,0.5,0.9,1.2,1.4,0.7,1.1,0.5,0.5,1.2,0.5,0.5,1.1,0.5,0.5,0.5,0.9,0.5,0.5,1.1,0.5,0.9,1.2,1.4,0.7
Kristoffer,Klaesson,GLK,LEE,4000000,0,0,0,0,0,0,1937,0,0,0,0,0,0,0,0,1937,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1046,0,-1,0,0,0,1046,0,0,0,Southampton,Chelsea,Brighton,Everton,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz,Klich,MID,LEE,5000000,1,1,1,2E-07,2E-07,0,1299,0,0,0,0,0,0,0,0.2,1299,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,383,0,-1,0,0,25,383,0,0,2,Southampton,Chelsea,Brighton,Everton,Brentford F.C.,0.5,0.5,0.5,0.6,0.5,0.8,0.5,0.7,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Anthony,Knockaert,MID,FUL,5000000,0,0,0,0,0,0,788,0,0,0,0,0,0,0,0,788,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,-1,0,0,0,112,0,0,0,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin,Koch,DEF,LEE,4500000,2,2,2,4.44444444444444E-07,4.44444444444444E-07,0,1015,0,1,0,0,0,0,0,0.4,1015,0,0,2,0,0.4,0,2,0,0,0,0,0,0.1,867,0,-1,0,0,90,867,0,0,19,Southampton,Chelsea,Brighton,Everton,Brentford F.C.,2.5,2.5,1.2,2.8,1,2,2.5,2.5,2.5,2.5,1.4,1.1,1,1.5,2.5,1,1.3,2.8,2.1,1,1.6,2.8,2.5,2.8,2.1,1.5,2.5,2.1,2.8,1.3,1,1.8,1.2,1,1.6,2.5,2.8
Ibrahima,Konate,DEF,LIV,4900000,0,0,0,0,0,0,21512,0,0,0,0,0,0,0,0,21512,-1,1,0,1,0,0,0,0,0,0,0,0,0.4,572,0,-1,0,0,0,572,-1,0,0,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terence,Kongolo,DEF,FUL,4000000,0,0,0,0,0,0,4777,0,0,0,0,0,0,0,0,4777,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2256,0,-1,0,0,0,2256,0,0,0,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Konsa,DEF,AVL,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,2758,0,2,0,0,0,0,0,0.2,2758,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,2937,0,-1,0,0,90,2937,0,0,16,Everton,Crystal Palace,West Ham,Arsenal,Man City,1.4,0.9,1.1,0.7,0.5,0.5,1.4,0.5,0.5,0.9,0.5,0.5,0.5,1.4,0.5,0.5,0.9,1.4,0.5,1.2,0.6,0.5,0.9,1.2,1.1,0.9,0.5,0.7,0.7,0.5,0.5,0.5,1.2,1.2,1.1,0.5,0.5
Kalidou,Koulibaly,DEF,CHE,5500000,6,6,6,1.09090909090909E-06,1.09090909090909E-06,0,56980,0,0,0,0,0,0,0,1.1,56980,0,0,6,0,1.1,0,6,0,0,1,0,0,10.4,70813,0,-1,0,0,74,70813,0,0,24,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham,8.5,7,8.5,7.4,8.5,5.2,7.1,7.4,8.5,7.4,4.9,8.5,6.6,8.5,7,7.8,7.4,6.1,8.5,5.9,6.4,7.4,8.5,7.4,8.1,7.4,8.5,8.5,7.4,7.8,7.4,6.1,7.4,6.6,8.5,4.9,8.1
Mateo,Kovacic,MID,CHE,5000000,0,0,0,0,0,0,18842,0,0,0,0,0,0,0,0,18842,0,0,0,0,0,0,0,0,0,0,0,0,0.7,3754,0,-1,0,0,0,3754,0,0,0,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kacper,Koz?owski,MID,BHA,4500000,0,0,0,0,0,0,795,0,0,0,0,0,0,0,0,795,0,0,0,0,0,0,0,0,0,0,0,0,0.1,610,0,-1,0,0,0,610,0,0,0,Newcastle,West Ham,Leeds United F.C.,Fulham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emil,Krafth,DEF,NEW,4500000,0,0,0,0,0,0,909,0,0,0,0,0,0,0,0,909,0,0,0,0,0,0,0,0,0,0,0,0,0.1,95,0,-1,0,0,0,95,0,0,0,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rasmus,Kristensen,DEF,LEE,5000000,2,2,2,4E-07,4E-07,0,4909,0,1,0,0,0,0,0,0.4,4909,0,0,2,0,0.4,0,2,0,0,0,0,0,0.6,2628,0,-1,0,0,90,2628,0,0,13,Southampton,Chelsea,Brighton,Everton,Brentford F.C.,2.5,2.5,1.2,2.8,1,2,2.5,2.5,2.5,2.5,1.4,1.1,1,1.5,2.5,1,1.3,2.8,2.1,1,1.6,2.8,2.5,2.8,2.1,1.5,2.5,2.1,2.8,1.3,1,1.8,1.2,1,1.6,2.5,2.8
Dejan,Kulusevski,MID,TOT,8100000,13,13,13,1.60493827160494E-06,1.60493827160494E-06,0,45711,0,1,0,0,0,1,0,1.6,45711,1,-1,13,-1,1.6,0,13,3,0,0,0,1,12,374789,0,-1,0,1,85,374789,1,0,45,Chelsea,Wolverhampton,Nottingham Forest FC,West Ham,Fulham,12.88,14.8,12.88,12.88,14.8,12.88,14.8,12.88,12.88,14.8,12.88,14.8,12.88,14.8,14.8,12.88,14.8,12.88,14.8,12.88,14.8,12.88,14.8,14.8,12.88,14.8,12.88,12.88,14.8,14.8,12.88,14.8,12.88,14.8,12.88,14.8,12.88
Adam,Lallana,MID,BHA,5000000,2,2,2,4E-07,4E-07,0,1681,0,1,0,0,0,0,0,0.4,1681,0,0,2,0,0.4,0,2,0,0,0,0,0,0.2,4829,0,-1,0,0,75,4829,0,0,18,Newcastle,West Ham,Leeds United F.C.,Fulham,Leicester,1.3,1.4,1.3,1.5,1.4,1,1.7,1,1.2,1.2,2.3,1,1.2,1,2.1,1,1.2,1.5,1.3,1,1.3,1.3,1.9,1,1.8,1,1.7,1.6,1,1,1.2,1.9,1.1,1.9,1,1.2,1.7
Tariq,Lamptey,DEF,BHA,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,18026,0,0,0,0,0,0,0,0.2,18026,0,0,1,0,0.2,0,1,0,0,0,0,0,2.7,12163,0,-1,0,0,15,12163,0,0,3,Newcastle,West Ham,Leeds United F.C.,Fulham,Leicester,0.5,0.9,0.5,0.5,0.6,0.5,1.1,0.5,1.1,0.5,0.7,0.5,0.9,1.2,0.9,1.2,0.9,1.2,0.5,0.5,0.5,0.9,0.5,0.5,1.1,0.5,1.4,0.5,0.9,0.7,0.5,0.5,1.4,1.4,0.7,1.4,0.7
Manuel,Lanzini,MID,WHU,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,3495,0,1,0,0,0,0,0,0.2,3495,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,4336,0,-1,0,0,56,4336,0,0,2,Nottingham Forest FC,Brighton,Aston Villa,Tottenham,Chelsea,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.8,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Aymeric,Laporte,DEF,MCI,6000000,0,0,0,0,0,0,18129,0,0,0,0,0,0,0,0,18129,0,0,0,0,0,0,0,0,0,0,0,0,0.5,272,0,-1,0,0,0,272,0,0,0,Bournemouth,Newcastle,Crystal Palace,Nottingham Forest FC,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richie,Laryea,DEF,NFO,4500000,0,0,0,0,0,0,929,0,0,0,0,0,0,0,0,929,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,-1,0,0,0,26,0,0,0,West Ham,Everton,Tottenham,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaal,Lascelles,DEF,NEW,4500000,0,0,0,0,0,0,3532,0,0,0,0,0,0,0,0,3532,0,0,0,0,0,0,0,0,0,0,0,0,0.1,96,0,-1,0,0,0,96,0,0,0,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romeo,Lavia,MID,SOU,4500000,2,2,2,4.44444444444444E-07,4.44444444444444E-07,0,3484,0,4,0,0,0,0,0,0.4,3484,0,0,2,0,0.4,0,2,0,0,0,0,0,0.4,11829,0,-1,0,0,90,11829,0,0,17,Leeds United F.C.,Leicester,Man Utd,Chelsea,Wolverhampton,1.3,1,1.7,1.2,1,1.6,1.7,1.9,1,1.8,1,1.2,1.3,1.3,1,1.1,1.5,2.3,1.5,2.1,1.2,1.1,1,1,1.4,1.3,1.2,1.4,1.2,1.7,1,1.3,1,1.9,1.9,1,1.3
Clement,Lenglet,DEF,TOT,5000000,1,1,1,2E-07,2E-07,0,8485,0,0,0,0,0,0,0,0.2,8485,0,0,1,0,0.2,0,1,0,0,0,0,0,0.4,1118,0,-1,0,0,4,1118,0,0,3,Chelsea,Wolverhampton,Nottingham Forest FC,West Ham,Fulham,0,0,0,0.9,0.5,0.5,0.6,0.7,0.5,1.4,1.2,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.9,0.5,0.5,0.5,1.1,0.9,1.2,0.7,1.2,1.2,0.5,0.5,0.5,1.4,0.5,1.1,0.7,0.5,0.5
Bernd,Leno,GLK,FUL,4500000,0,0,0,0,0,0,11847,0,0,0,0,0,0,0,0,11847,0,0,0,0,0,0,0,0,0,0,0,0,1.5,5365,0,-1,0,0,0,5365,0,0,0,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lerma,MID,BOU,5000000,10,10,10,2E-06,2E-06,0,11023,0,0,0,0,0,1,0,2,11023,0,0,10,0,2,0,10,2,0,1,0,0,1.4,73371,0,-1,0,1,90,73371,0,0,30,Man City,Arsenal,Liverpool,Wolverhampton,Nottingham Forest FC,12,13.6,12.2,13.1,12.4,13.1,12.2,14.2,14.2,12.4,13.6,12.4,13.8,12.4,14.2,11.7,14.2,12.4,12.4,14.2,11.1,14,11.1,13.8,11.7,14,12.4,14.2,12.4,12,14.2,11.7,14.2,13.6,12.4,14.2,12.4
Jamal,Lewis,DEF,NEW,4500000,0,0,0,0,0,0,961,0,0,0,0,0,0,0,0,961,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,-1,0,0,0,27,0,0,0,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rico,Lewis,DEF,MCI,4000000,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,-1,0,0,0,264,0,0,0,Bournemouth,Newcastle,Crystal Palace,Nottingham Forest FC,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keane,Lewis-Potter,MID,BRE,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,1176,0,0,0,0,0,0,0,0.2,1176,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,305,0,-1,0,0,31,305,0,0,3,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.8,0.5,0.6,0.5,0.5
